Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
1559,Baku,10/15/2024,10/29/2024,14,Traveler 1559,44,Male,Indian,Villa,1922,Car,1465.0,About Sydney,Cold,Africa,Rural,Therapeutic
1560,Nur-Sultan,09/17/2024,09/27/2024,10,Traveler 1560,36,Other,British,Hostel,2878,Train,,About Rome,Hot,Europe,Rural,Religious
1561,Ulaanbaatar,08/07/2024,08/13/2024,6,Traveler 1561,19,Other,American,Airbnb,2623,Bus,543.0,About Sydney,Hot,Asia,Archaeological,Environmental
1562,Hanoi,07/14/2024,07/23/2024,9,Traveler 1562,42,Male,British,Villa,1172,Flight,1396.0,About Rome,Moisture,South America,Urban,Therapeutic
1563,Phnom Penh,05/04/2024,05/15/2024,11,Traveler 1563,25,Other,Indian,Resort,1166,Train,387.0,About Dubai,Rainy,Europe,Desert,Environmental
1564,Vientiane,04/15/2024,04/21/2024,6,Traveler 1564,35,Female,British,Airbnb,1607,Car,1113.0,About Dubai,Cold,Europe,Desert,Therapeutic
1565,Yangon,02/12/2024,02/17/2024,5,Traveler 1565,32,Male,British,Airbnb,1269,Flight,,About Sydney,Hot,North America,Urban,Archaeological
1566,Chennai,02/12/2024,02/24/2024,12,Traveler 1566,52,Male,British,Villa,2692,Cruise,1478.0,About Dubai,Moisture,North America,Coastal,Environmental
1567,Bangalore,01/13/2024,01/17/2024,4,Traveler 1567,56,Female,Canadian,Hostel,1466,Bus,,About Dubai,Moisture,Europe,Rural,Archaeological
1568,Hyderabad,05/25/2024,06/02/2024,8,Traveler 1568,36,Male,American,Hostel,1629,Train,265.0,About Cape Town,Rainy,Asia,Coastal,Environmental
1569,Ahmedabad,01/24/2024,01/31/2024,7,Traveler 1569,51,Male,Australian,Hostel,1671,Car,,About Sydney,Moisture,Europe,Desert,Religious
1570,Pune,10/27/2024,11/03/2024,7,Traveler 1570,53,Female,American,Hostel,2822,Car,889.0,About Cape Town,Moisture,South America,Archaeological,Therapeutic
1571,Alexandria,10/12/2024,10/16/2024,4,Traveler 1571,55,Female,Australian,Villa,2120,Train,1429.0,About Dubai,Cold,North America,Rural,Religious
1572,Cairo,11/22/2024,12/07/2024,15,Traveler 1572,37,Male,American,Hostel,1978,Train,,About Cape Town,Moisture,Europe,Urban,Environmental
1573,Luxor,08/05/2024,08/12/2024,7,Traveler 1573,60,Other,American,Airbnb,2778,Cruise,1339.0,About Sydney,Moisture,North America,Coastal,Religious
1574,Sharm El-Sheikh,05/07/2024,05/10/2024,3,Traveler 1574,24,Male,American,Airbnb,627,Train,,About Rome,Moisture,North America,Rural,Recreational
1575,Aswan,09/05/2024,09/13/2024,8,Traveler 1575,67,Female,Indian,Hotel,1727,Car,,About Sydney,Dry,Africa,Rural,Therapeutic
1576,Sao Paulo,06/03/2024,06/14/2024,11,Traveler 1576,54,Other,British,Hostel,2208,Flight,238.0,About Sydney,Cold,North America,Desert,Recreational
1577,Paris,10/03/2024,10/06/2024,3,Traveler 1577,25,Male,Indian,Hostel,1955,Bus,223.0,About Dubai,Dry,South America,Archaeological,Therapeutic
1578,Mexico City,07/01/2024,07/14/2024,13,Traveler 1578,34,Female,American,Airbnb,2143,Car,,About Cape Town,Hot,North America,Coastal,Recreational
1579,Dubai,08/16/2024,08/29/2024,13,Traveler 1579,63,Female,Canadian,Hotel,2377,Flight,565.0,About Sydney,Cold,Europe,Archaeological,Environmental
1580,New York,11/08/2024,11/15/2024,7,Traveler 1580,52,Female,Canadian,Airbnb,2686,Train,709.0,About Sydney,Hot,Africa,Rural,Recreational
1581,Los Angeles,01/04/2024,01/08/2024,4,Traveler 1581,32,Male,American,Hostel,1854,Train,,About Paris,Cold,North America,Urban,Environmental
1582,Toronto,08/07/2024,08/11/2024,4,Traveler 1582,41,Other,American,Hotel,1914,Train,1218.0,About Rome,Cold,South America,Coastal,Religious
1583,Tokyo,08/28/2024,09/03/2024,6,Traveler 1583,29,Female,Indian,Hostel,1123,Train,180.0,About Dubai,Moisture,South America,Rural,Religious
1584,London,10/22/2024,11/02/2024,11,Traveler 1584,56,Female,Indian,Villa,2233,Bus,1009.0,About Sydney,Moisture,Europe,Rural,Archaeological
1585,Rome,09/13/2024,09/22/2024,9,Traveler 1585,28,Male,Canadian,Resort,2109,Cruise,,About Cape Town,Hot,Africa,Archaeological,Archaeological
1586,Moscow,12/11/2024,12/25/2024,14,Traveler 1586,27,Male,American,Resort,1803,Flight,,About Rome,Moisture,Europe,Rural,Environmental
1587,Buenos Aires,11/13/2024,11/19/2024,6,Traveler 1587,23,Other,Canadian,Hotel,2572,Flight,779.0,About Paris,Dry,North America,Desert,Religious
1588,Bangkok,10/07/2024,10/20/2024,13,Traveler 1588,45,Female,Indian,Airbnb,1236,Flight,,About Rome,Dry,Asia,Urban,Religious
1589,Berlin,04/08/2024,04/19/2024,11,Traveler 1589,55,Male,Indian,Hostel,631,Cruise,,About Paris,Rainy,North America,Coastal,Therapeutic
1590,Singapore,05/22/2024,06/06/2024,15,Traveler 1590,20,Female,American,Hostel,607,Bus,1222.0,About Cape Town,Cold,Europe,Archaeological,Archaeological
1591,Sydney,12/01/2024,12/07/2024,6,Traveler 1591,68,Female,Australian,Airbnb,2158,Train,830.0,About Dubai,Dry,Asia,Archaeological,Archaeological
1592,Madrid,01/18/2024,01/31/2024,13,Traveler 1592,36,Male,Australian,Resort,890,Flight,,About Cape Town,Moisture,Africa,Rural,Environmental
1593,Cape Town,09/08/2024,09/23/2024,15,Traveler 1593,62,Female,Indian,Airbnb,2816,Flight,729.0,About Rome,Dry,Africa,Urban,Archaeological
1594,Istanbul,07/08/2024,07/20/2024,12,Traveler 1594,53,Female,British,Airbnb,1512,Car,,About Paris,Dry,Europe,Archaeological,Recreational
1595,Hong Kong,04/02/2024,04/13/2024,11,Traveler 1595,56,Other,Indian,Hotel,1922,Bus,623.0,About Sydney,Rainy,South America,Desert,Archaeological
1596,Muscat,02/05/2024,02/15/2024,10,Traveler 1596,31,Female,Australian,Villa,2840,Flight,770.0,About Rome,Dry,Europe,Urban,Environmental
1597,Ho Chi Minh City,03/28/2024,04/12/2024,15,Traveler 1597,44,Other,Australian,Airbnb,1797,Train,,About Cape Town,Moisture,Europe,Archaeological,Recreational
1598,Nice,07/11/2024,07/22/2024,11,Traveler 1598,26,Other,Australian,Resort,2617,Flight,959.0,About Cape Town,Dry,North America,Urban,Therapeutic
1599,Tunis,04/28/2024,05/11/2024,13,Traveler 1599,67,Male,Australian,Villa,2731,Bus,225.0,About Rome,Cold,Asia,Coastal,Archaeological
1600,Stockholm,08/22/2024,08/28/2024,6,Traveler 1600,33,Other,British,Hotel,2658,Car,,About Paris,Rainy,Europe,Archaeological,Therapeutic
1601,Lisbon,05/12/2024,05/19/2024,7,Traveler 1601,22,Other,British,Villa,2129,Cruise,,About Sydney,Dry,Africa,Desert,Religious
1602,Prague,11/23/2024,12/05/2024,12,Traveler 1602,52,Other,British,Resort,2742,Flight,,About Paris,Moisture,North America,Rural,Recreational
1603,San Salvador,06/23/2024,06/29/2024,6,Traveler 1603,30,Other,Indian,Villa,1707,Car,815.0,About Cape Town,Hot,Asia,Archaeological,Recreational
1604,Miami,11/11/2024,11/20/2024,9,Traveler 1604,61,Other,British,Resort,1807,Cruise,678.0,About Rome,Dry,South America,Urban,Therapeutic
1605,Brussels,02/03/2024,02/16/2024,13,Traveler 1605,37,Male,British,Villa,1224,Flight,,About Cape Town,Dry,North America,Archaeological,Environmental
1606,Johannesburg,03/10/2024,03/15/2024,5,Traveler 1606,69,Other,Indian,Hotel,972,Car,,About Dubai,Dry,South America,Rural,Archaeological
1607,Budapest,06/05/2024,06/12/2024,7,Traveler 1607,60,Female,Australian,Hostel,1418,Flight,473.0,About Sydney,Moisture,Europe,Urban,Therapeutic
1608,Kigali,09/11/2024,09/18/2024,7,Traveler 1608,30,Other,American,Hostel,919,Cruise,,About Paris,Rainy,Europe,Archaeological,Religious
1609,Vienna,05/07/2024,05/14/2024,7,Traveler 1609,31,Male,Canadian,Hostel,2234,Flight,,About Dubai,Hot,Africa,Rural,Recreational
1610,Porto,01/13/2024,01/28/2024,15,Traveler 1610,59,Female,Australian,Hotel,1961,Bus,978.0,About Cape Town,Hot,Africa,Rural,Religious
1611,Beijing,10/19/2024,11/02/2024,14,Traveler 1611,57,Female,Indian,Hostel,788,Flight,,About Sydney,Dry,North America,Urban,Therapeutic
1612,Riyadh,09/29/2024,10/09/2024,10,Traveler 1612,52,Male,British,Hotel,2718,Car,1411.0,About Sydney,Cold,Asia,Archaeological,Environmental
1613,Edinburgh,12/25/2024,01/08/2025,14,Traveler 1613,64,Other,British,Hotel,521,Train,1080.0,About Sydney,Rainy,North America,Desert,Archaeological
1614,Caracas,12/23/2024,01/07/2025,15,Traveler 1614,52,Female,British,Resort,559,Flight,,About Paris,Dry,Africa,Coastal,Therapeutic
1615,Brisbane,02/03/2024,02/06/2024,3,Traveler 1615,42,Female,British,Airbnb,1475,Flight,568.0,About Paris,Rainy,Africa,Desert,Therapeutic
1616,Lagos,03/30/2024,04/08/2024,9,Traveler 1616,33,Male,Australian,Airbnb,2500,Car,,About Rome,Dry,Europe,Archaeological,Archaeological
1617,Marrakech,08/10/2024,08/25/2024,15,Traveler 1617,35,Other,British,Airbnb,1370,Car,,About Dubai,Rainy,Europe,Urban,Archaeological
1618,Helsinki,03/22/2024,03/27/2024,5,Traveler 1618,25,Male,Australian,Hostel,2907,Car,1242.0,About Rome,Moisture,South America,Urban,Archaeological
1619,Munich,12/22/2024,01/04/2025,13,Traveler 1619,27,Other,Australian,Resort,2903,Bus,303.0,About Dubai,Cold,Asia,Coastal,Environmental
1620,Montreal,02/08/2024,02/11/2024,3,Traveler 1620,42,Female,Indian,Villa,1273,Cruise,,About Cape Town,Rainy,Asia,Rural,Therapeutic
1621,Auckland,10/28/2024,11/09/2024,12,Traveler 1621,26,Other,American,Airbnb,1297,Train,492.0,About Sydney,Moisture,North America,Rural,Archaeological
1622,Dublin,08/12/2024,08/21/2024,9,Traveler 1622,43,Other,American,Villa,1505,Train,,About Sydney,Hot,Asia,Desert,Recreational
1623,Karachi,11/11/2024,11/16/2024,5,Traveler 1623,49,Other,American,Hotel,2232,Flight,,About Paris,Dry,South America,Rural,Religious
1624,Seoul,07/10/2024,07/22/2024,12,Traveler 1624,55,Male,Australian,Hotel,1225,Car,,About Rome,Moisture,Asia,Rural,Archaeological
1625,Casablanca,01/29/2024,02/04/2024,6,Traveler 1625,35,Male,Australian,Hotel,708,Cruise,,About Sydney,Moisture,Europe,Coastal,Therapeutic
1626,Kingston,03/16/2024,03/23/2024,7,Traveler 1626,47,Other,Australian,Resort,1949,Car,1371.0,About Sydney,Moisture,Africa,Archaeological,Religious
1627,Guatemala City,08/24/2024,08/28/2024,4,Traveler 1627,37,Other,Indian,Resort,2377,Car,1410.0,About Dubai,Moisture,Africa,Coastal,Recreational
1628,Perth,12/14/2024,12/20/2024,6,Traveler 1628,38,Female,American,Hotel,1951,Car,1500.0,About Paris,Cold,South America,Urban,Recreational
1629,Havana,01/04/2024,01/19/2024,15,Traveler 1629,32,Female,American,Hostel,2760,Flight,,About Rome,Hot,Asia,Coastal,Recreational
1630,Tallinn,01/30/2024,02/13/2024,14,Traveler 1630,48,Other,Canadian,Villa,2890,Car,,About Sydney,Cold,Africa,Urban,Recreational
1631,Manila,11/19/2024,11/23/2024,4,Traveler 1631,47,Female,British,Hotel,2802,Bus,,About Cape Town,Moisture,Asia,Urban,Archaeological
1632,Santiago,11/20/2024,12/04/2024,14,Traveler 1632,34,Male,Indian,Airbnb,945,Car,1283.0,About Dubai,Cold,North America,Archaeological,Archaeological
1633,Zurich,07/29/2024,08/09/2024,11,Traveler 1633,20,Female,Indian,Resort,2710,Bus,,About Sydney,Dry,North America,Desert,Religious
1634,Seville,11/25/2024,12/03/2024,8,Traveler 1634,55,Male,Australian,Hotel,2263,Bus,1067.0,About Paris,Hot,Africa,Coastal,Therapeutic
1635,Tel Aviv,10/03/2024,10/08/2024,5,Traveler 1635,18,Other,Canadian,Hostel,743,Car,,About Paris,Rainy,Africa,Rural,Recreational
1636,Accra,10/04/2024,10/10/2024,6,Traveler 1636,57,Male,Indian,Airbnb,710,Bus,1077.0,About Sydney,Rainy,South America,Coastal,Recreational
1637,Adelaide,07/13/2024,07/17/2024,4,Traveler 1637,39,Other,Australian,Airbnb,2525,Flight,1150.0,About Rome,Hot,Africa,Urban,Therapeutic
1638,Bogotá,01/31/2024,02/06/2024,6,Traveler 1638,61,Female,British,Villa,2970,Train,,About Paris,Moisture,Africa,Archaeological,Therapeutic
1639,Florence,07/15/2024,07/19/2024,4,Traveler 1639,21,Other,American,Villa,1537,Bus,,About Paris,Rainy,South America,Desert,Recreational
1640,Warsaw,07/15/2024,07/23/2024,8,Traveler 1640,58,Other,British,Hotel,2305,Train,421.0,About Dubai,Moisture,North America,Rural,Environmental
1641,Dhaka,02/15/2024,02/18/2024,3,Traveler 1641,67,Other,American,Villa,2701,Cruise,157.0,About Cape Town,Moisture,Africa,Coastal,Religious
1642,Reykjavik,06/15/2024,06/26/2024,11,Traveler 1642,44,Other,Australian,Villa,1308,Car,,About Paris,Moisture,North America,Urban,Religious
1643,Copenhagen,06/25/2024,07/09/2024,14,Traveler 1643,22,Male,Australian,Airbnb,1406,Cruise,967.0,About Rome,Hot,Asia,Archaeological,Environmental
1644,San Francisco,09/16/2024,09/20/2024,4,Traveler 1644,40,Other,Indian,Hostel,2045,Train,822.0,About Cape Town,Dry,Africa,Rural,Environmental
1645,Kyoto,10/08/2024,10/21/2024,13,Traveler 1645,38,Female,American,Hostel,1061,Cruise,836.0,About Sydney,Moisture,Europe,Urban,Recreational
1646,Amman,10/12/2024,10/18/2024,6,Traveler 1646,36,Female,Australian,Resort,1578,Bus,,About Paris,Moisture,North America,Urban,Archaeological
1647,Barcelona,05/26/2024,06/06/2024,11,Traveler 1647,66,Other,British,Villa,2761,Car,,About Cape Town,Rainy,North America,Archaeological,Therapeutic
1648,Melbourne,12/24/2024,01/06/2025,13,Traveler 1648,24,Other,Indian,Hostel,2627,Flight,1472.0,About Sydney,Cold,Europe,Coastal,Religious
1649,Algiers,01/28/2024,02/01/2024,4,Traveler 1649,29,Female,Canadian,Airbnb,2564,Cruise,,About Paris,Cold,Asia,Urban,Archaeological
1650,Lima,04/22/2024,05/05/2024,13,Traveler 1650,24,Male,Canadian,Hotel,2736,Bus,,About Dubai,Moisture,South America,Rural,Environmental
1651,Amsterdam,06/07/2024,06/16/2024,9,Traveler 1651,56,Other,British,Hostel,1888,Train,182.0,About Paris,Moisture,Asia,Coastal,Religious
1652,Colombo,02/02/2024,02/16/2024,14,Traveler 1652,49,Male,British,Airbnb,1594,Bus,,About Cape Town,Dry,North America,Archaeological,Recreational
1653,Beirut,03/27/2024,04/01/2024,5,Traveler 1653,62,Female,Indian,Villa,983,Bus,1140.0,About Paris,Rainy,Africa,Desert,Religious
1654,Jakarta,07/19/2024,07/30/2024,11,Traveler 1654,48,Male,American,Hotel,1654,Flight,928.0,About Sydney,Rainy,South America,Rural,Environmental
1655,Quito,07/08/2024,07/19/2024,11,Traveler 1655,41,Female,Australian,Airbnb,2347,Bus,574.0,About Cape Town,Hot,Africa,Coastal,Religious
1656,Oslo,02/13/2024,02/27/2024,14,Traveler 1656,48,Other,Canadian,Hotel,1251,Bus,,About Dubai,Moisture,Africa,Urban,Environmental
1657,Shanghai,01/09/2024,01/13/2024,4,Traveler 1657,30,Female,British,Airbnb,1139,Bus,1230.0,About Rome,Moisture,Europe,Archaeological,Recreational
1658,Vancouver,09/22/2024,10/05/2024,13,Traveler 1658,19,Female,Indian,Resort,2859,Flight,,About Cape Town,Moisture,Europe,Urban,Religious
1659,Chicago,07/17/2024,07/21/2024,4,Traveler 1659,66,Female,Canadian,Airbnb,636,Car,384.0,About Dubai,Dry,Asia,Coastal,Recreational
1660,Mumbai,02/27/2024,03/08/2024,10,Traveler 1660,58,Female,American,Hostel,2011,Train,482.0,About Sydney,Dry,Africa,Coastal,Therapeutic
1661,Doha,12/24/2024,12/31/2024,7,Traveler 1661,40,Male,British,Hotel,1742,Car,1266.0,About Sydney,Hot,North America,Archaeological,Therapeutic
1662,São Paulo,10/17/2024,10/30/2024,13,Traveler 1662,61,Male,American,Resort,2867,Bus,,About Cape Town,Hot,Africa,Rural,Environmental
1663,Tegucigalpa,01/06/2024,01/14/2024,8,Traveler 1663,21,Other,British,Villa,603,Car,,About Cape Town,Moisture,South America,Urban,Archaeological
1664,Venice,11/06/2024,11/15/2024,9,Traveler 1664,35,Female,Indian,Villa,1776,Cruise,1335.0,About Dubai,Hot,Europe,Coastal,Therapeutic
1665,Fes,05/17/2024,06/01/2024,15,Traveler 1665,27,Other,British,Airbnb,2469,Cruise,,About Dubai,Hot,Asia,Urban,Recreational
1666,Athens,12/12/2024,12/21/2024,9,Traveler 1666,51,Other,Australian,Hostel,1003,Car,786.0,About Sydney,Cold,South America,Urban,Recreational
1667,Phuket,12/21/2024,01/01/2025,11,Traveler 1667,53,Female,British,Villa,1218,Cruise,327.0,About Sydney,Moisture,Asia,Coastal,Therapeutic
1668,Bali,03/16/2024,03/25/2024,9,Traveler 1668,60,Other,Indian,Airbnb,1260,Car,,About Rome,Dry,North America,Archaeological,Environmental
1669,Rio de Janeiro,03/17/2024,03/21/2024,4,Traveler 1669,47,Female,Indian,Hotel,1765,Flight,,About Sydney,Dry,Africa,Coastal,Therapeutic
1670,Cancun,04/15/2024,04/29/2024,14,Traveler 1670,70,Other,British,Resort,1897,Bus,1100.0,About Sydney,Moisture,South America,Desert,Therapeutic
1671,Honolulu,10/17/2024,10/21/2024,4,Traveler 1671,56,Female,British,Villa,2717,Flight,,About Paris,Cold,Asia,Archaeological,Environmental
1672,Hawaii,02/06/2024,02/13/2024,7,Traveler 1672,32,Male,American,Hostel,2813,Bus,,About Cape Town,Dry,North America,Archaeological,Religious
1673,Australia,03/24/2024,04/07/2024,14,Traveler 1673,47,Other,Indian,Hostel,2596,Car,,About Rome,Hot,South America,Rural,Archaeological
1674,New York City,09/14/2024,09/19/2024,5,Traveler 1674,47,Other,Australian,Airbnb,1844,Bus,254.0,About Sydney,Rainy,South America,Desert,Environmental
1675,Zurich,08/22/2024,08/30/2024,8,Traveler 1675,47,Male,Canadian,Hostel,1636,Bus,,About Cape Town,Moisture,Africa,Archaeological,Religious
1676,Hamburg,09/06/2024,09/14/2024,8,Traveler 1676,43,Male,Australian,Airbnb,1549,Car,714.0,About Rome,Dry,Africa,Urban,Therapeutic
1677,Frankfurt,10/25/2024,11/03/2024,9,Traveler 1677,20,Other,Indian,Resort,2446,Car,871.0,About Dubai,Rainy,North America,Urban,Environmental
1678,Abu Dhabi,05/25/2024,05/28/2024,3,Traveler 1678,61,Female,American,Villa,1242,Train,,About Cape Town,Hot,Asia,Desert,Therapeutic
1679,Kuala Lumpur,01/20/2024,01/31/2024,11,Traveler 1679,36,Male,American,Resort,761,Flight,702.0,About Paris,Rainy,Asia,Coastal,Religious
1680,Bratislava,09/25/2024,10/06/2024,11,Traveler 1680,49,Female,British,Villa,1444,Car,572.0,About Sydney,Hot,Europe,Archaeological,Recreational
1681,Lyon,07/12/2024,07/17/2024,5,Traveler 1681,21,Male,Australian,Hotel,2393,Train,1260.0,About Dubai,Hot,Europe,Coastal,Therapeutic
1682,Geneva,10/03/2024,10/15/2024,12,Traveler 1682,52,Other,Indian,Resort,1631,Car,,About Rome,Rainy,Africa,Archaeological,Recreational
1683,Naples,12/03/2024,12/08/2024,5,Traveler 1683,18,Male,British,Airbnb,2099,Car,207.0,About Paris,Moisture,Africa,Archaeological,Recreational
1684,Valencia,07/06/2024,07/19/2024,13,Traveler 1684,18,Other,British,Villa,1951,Cruise,1165.0,About Sydney,Hot,Europe,Archaeological,Therapeutic
1685,Salzburg,02/24/2024,03/05/2024,10,Traveler 1685,68,Male,Canadian,Airbnb,1129,Cruise,,About Cape Town,Rainy,Europe,Archaeological,Recreational
1686,Split,12/29/2024,01/03/2025,5,Traveler 1686,62,Male,Canadian,Airbnb,2928,Train,883.0,About Cape Town,Moisture,Africa,Desert,Environmental
1687,Rabat,11/07/2024,11/17/2024,10,Traveler 1687,37,Female,Canadian,Villa,898,Cruise,768.0,About Rome,Rainy,North America,Rural,Religious
1688,Giza,08/12/2024,08/16/2024,4,Traveler 1688,26,Female,Australian,Villa,2096,Car,863.0,About Paris,Moisture,North America,Urban,Environmental
1689,Jerusalem,04/16/2024,04/20/2024,4,Traveler 1689,35,Other,American,Resort,583,Cruise,,About Rome,Moisture,Europe,Desert,Archaeological
1690,Bordeaux,12/30/2024,01/13/2025,14,Traveler 1690,34,Male,American,Villa,1617,Bus,,About Sydney,Moisture,Europe,Desert,Religious
1691,Marseille,08/01/2024,08/11/2024,10,Traveler 1691,33,Other,Canadian,Airbnb,2380,Bus,1021.0,About Paris,Dry,South America,Coastal,Recreational
1692,Athens,05/23/2024,05/27/2024,4,Traveler 1692,52,Male,British,Hotel,894,Flight,899.0,About Sydney,Rainy,North America,Archaeological,Environmental
1693,Thessaloniki,01/05/2024,01/14/2024,9,Traveler 1693,70,Male,American,Resort,1584,Train,909.0,About Paris,Moisture,Europe,Coastal,Recreational
1694,Krakow,09/08/2024,09/20/2024,12,Traveler 1694,41,Male,Canadian,Villa,2336,Cruise,694.0,About Dubai,Hot,North America,Urban,Recreational
1695,Gdansk,11/02/2024,11/14/2024,12,Traveler 1695,40,Male,Australian,Resort,572,Bus,792.0,About Paris,Hot,Europe,Urban,Religious
1696,Malaga,09/09/2024,09/22/2024,13,Traveler 1696,46,Female,Canadian,Resort,1925,Bus,993.0,About Cape Town,Moisture,South America,Archaeological,Environmental
1697,Granada,11/20/2024,12/05/2024,15,Traveler 1697,66,Female,Canadian,Hostel,718,Bus,821.0,About Rome,Moisture,Asia,Coastal,Recreational
1698,Bilbao,04/26/2024,05/09/2024,13,Traveler 1698,40,Male,Canadian,Resort,1136,Flight,904.0,About Cape Town,Rainy,North America,Urban,Archaeological
1699,Doha,09/14/2024,09/22/2024,8,Traveler 1699,56,Male,Australian,Resort,2341,Bus,1195.0,About Dubai,Moisture,North America,Desert,Environmental
1700,Muscat,05/20/2024,05/23/2024,3,Traveler 1700,62,Male,Canadian,Hotel,2771,Train,992.0,About Cape Town,Hot,North America,Urban,Therapeutic
1701,Kuwait City,05/17/2024,06/01/2024,15,Traveler 1701,46,Other,British,Hostel,2055,Bus,,About Rome,Hot,South America,Coastal,Therapeutic
1702,Manama,09/04/2024,09/11/2024,7,Traveler 1702,52,Male,Australian,Hostel,2005,Cruise,968.0,About Dubai,Rainy,Europe,Urban,Therapeutic
1703,Nairobi,10/07/2024,10/22/2024,15,Traveler 1703,30,Other,Indian,Villa,2441,Flight,625.0,About Paris,Cold,Asia,Coastal,Environmental
1704,Dar es Salaam,06/29/2024,07/02/2024,3,Traveler 1704,69,Male,American,Airbnb,713,Bus,,About Sydney,Hot,North America,Urban,Archaeological
1705,Victoria,08/27/2024,08/30/2024,3,Traveler 1705,52,Male,Canadian,Hostel,1869,Train,272.0,About Rome,Dry,Europe,Rural,Therapeutic
1706,Addis Ababa,06/01/2024,06/14/2024,13,Traveler 1706,38,Female,British,Resort,1730,Flight,,About Sydney,Hot,Asia,Coastal,Therapeutic
1707,Cairo,11/15/2024,11/25/2024,10,Traveler 1707,59,Male,American,Hostel,2104,Car,,About Dubai,Hot,Europe,Rural,Archaeological
1708,Alexandria,03/24/2024,04/03/2024,10,Traveler 1708,69,Female,American,Airbnb,2332,Flight,,About Cape Town,Moisture,Africa,Rural,Recreational
1709,Dakar,10/20/2024,10/26/2024,6,Traveler 1709,63,Other,British,Hotel,2509,Train,1070.0,About Dubai,Rainy,North America,Rural,Therapeutic
1710,Luanda,06/28/2024,07/12/2024,14,Traveler 1710,39,Female,British,Resort,831,Bus,,About Dubai,Cold,North America,Coastal,Therapeutic
1711,Antananarivo,04/28/2024,05/06/2024,8,Traveler 1711,43,Male,Canadian,Hostel,2617,Car,828.0,About Paris,Hot,North America,Desert,Religious
1712,Nouakchott,12/16/2024,12/20/2024,4,Traveler 1712,30,Female,Indian,Hostel,943,Cruise,835.0,About Sydney,Moisture,South America,Urban,Religious
1713,Tripoli,03/16/2024,03/27/2024,11,Traveler 1713,21,Other,American,Villa,1739,Flight,,About Paris,Hot,Asia,Coastal,Therapeutic
1714,Tashkent,12/18/2024,12/27/2024,9,Traveler 1714,66,Other,Australian,Hostel,2119,Car,,About Rome,Hot,South America,Coastal,Archaeological
1715,Yerevan,08/23/2024,08/26/2024,3,Traveler 1715,20,Other,Canadian,Resort,587,Train,,About Cape Town,Rainy,Africa,Rural,Therapeutic
1716,Baku,07/11/2024,07/19/2024,8,Traveler 1716,24,Male,Australian,Resort,1817,Bus,,About Dubai,Dry,South America,Archaeological,Religious
1717,Nur-Sultan,12/02/2024,12/17/2024,15,Traveler 1717,50,Female,Indian,Villa,2605,Flight,654.0,About Cape Town,Dry,Asia,Coastal,Recreational
1718,Ulaanbaatar,11/28/2024,12/05/2024,7,Traveler 1718,19,Other,Indian,Resort,1309,Bus,,About Sydney,Cold,South America,Desert,Archaeological
1719,Hanoi,01/10/2024,01/20/2024,10,Traveler 1719,68,Female,American,Hostel,1994,Car,,About Rome,Hot,Asia,Rural,Environmental
1720,Phnom Penh,09/06/2024,09/17/2024,11,Traveler 1720,28,Male,Australian,Villa,2763,Train,452.0,About Paris,Cold,South America,Coastal,Recreational
1721,Vientiane,05/11/2024,05/16/2024,5,Traveler 1721,68,Male,American,Airbnb,703,Car,,About Paris,Cold,Asia,Coastal,Archaeological
1722,Yangon,06/22/2024,07/05/2024,13,Traveler 1722,58,Female,Canadian,Hostel,1372,Flight,1132.0,About Sydney,Dry,North America,Rural,Therapeutic
1723,Chennai,02/28/2024,03/14/2024,15,Traveler 1723,45,Female,Australian,Villa,2802,Flight,140.0,About Rome,Rainy,South America,Coastal,Environmental
1724,Bangalore,02/10/2024,02/22/2024,12,Traveler 1724,68,Other,Indian,Airbnb,1501,Cruise,789.0,About Paris,Cold,Africa,Archaeological,Environmental
1725,Hyderabad,12/13/2024,12/28/2024,15,Traveler 1725,26,Other,American,Hostel,765,Cruise,,About Dubai,Rainy,Asia,Rural,Recreational
1726,Ahmedabad,06/04/2024,06/09/2024,5,Traveler 1726,52,Male,Canadian,Hotel,2794,Bus,,About Rome,Dry,Africa,Urban,Recreational
1727,Pune,06/03/2024,06/12/2024,9,Traveler 1727,21,Female,British,Villa,1981,Flight,1379.0,About Sydney,Moisture,Europe,Desert,Environmental
1728,Alexandria,12/06/2024,12/17/2024,11,Traveler 1728,28,Female,British,Hostel,2632,Cruise,,About Cape Town,Moisture,South America,Archaeological,Environmental
1729,Cairo,09/20/2024,09/23/2024,3,Traveler 1729,47,Male,Indian,Airbnb,1432,Flight,1415.0,About Paris,Hot,Africa,Archaeological,Religious
1730,Luxor,09/16/2024,09/21/2024,5,Traveler 1730,29,Other,British,Hostel,2187,Cruise,,About Paris,Moisture,Asia,Archaeological,Religious
1731,Sharm El-Sheikh,11/25/2024,12/09/2024,14,Traveler 1731,52,Male,British,Hotel,661,Train,1387.0,About Paris,Moisture,North America,Urban,Recreational
1732,Aswan,04/25/2024,05/02/2024,7,Traveler 1732,50,Female,Canadian,Resort,2806,Bus,912.0,About Sydney,Dry,Asia,Rural,Environmental
1733,Sao Paulo,04/21/2024,04/24/2024,3,Traveler 1733,52,Female,American,Airbnb,2642,Car,656.0,About Sydney,Rainy,North America,Archaeological,Therapeutic
